id,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,authors_t,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,IPNIPUB,label,refurl
urn:lsid:ipni.org:names:77367034-1,,,,,,714(2): 105,,12,,9,,235,1985,,Gordon,,,08/08/2025 12:37,08/08/2025 12:37,"KwaZulu-Natal (Southern Africa, Africa)",,Anacardiaceae,Ozoroa bhangazica,Ozoroa bhangazica,Ozoroa,R.G.C.Boon & A.E.van Wyk,,f,f,,,,,,,,,,,"Sodwana State Forest, Chief's Kraal, (2732DA)",,,,,,,,,,,,,,,,,,1872-1,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [8 Aug 2025],[8 Aug 2025],R.G.C.Boon & A.E.van Wyk,spec.,Phytotaxa 714(2): 105. 2025 [8 Aug 2025] [epublished],[epublished],doi:10.11646/phytotaxa.714.2.1 [english] Etymology: For Lake Bhangazi.,,,11,bhangazica,,,f,t,,holotype NH NH100853;isotype CPF CPF0005274,,,,,R.G.C.Boon@20028235-1@1@aut$A.E.van Wyk@13162-1@2@aut,,,tax. nov.,,1.1,f,ozoroa~bhangazica,anacardiaceaeozoroa~bhangazica~,,wfo-1000083629,,,,,,,Phytotaxa 714(2): 105 (2025),IPNI Record: 77367034-1,https://www.ipni.org/n/77367034-1
urn:lsid:ipni.org:names:77367035-1,,,,,,"15(2): 388,  t. 2",,,,,,,,,,,,08/08/2025 13:03,08/08/2025 13:03,,,Scrophulariaceae,Buchnera orobanchoides,Buchnera orobanchoides,Buchnera,R.Br. ex Endl.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330778-2,Flora,urn:lsid:ipni.org:publications:648-2,1832,1832,,R.Br. ex Endl.,spec.,"Flora 15(2): 388,  t. 2. 1832 ",,,,,8,orobanchoides,,,f,t,,,,,,,R.Br.@1192-1@1@aut$Endl.@18490-1@2@autEx,,,tax. nov.,800036-1,1.1,f,buchnera~orobanchoides,scrophulariaceaebuchnera~orobanchoides~,,wfo-1200114292,,,,,,,"Flora 15(2): 388,  t. 2 (1832)",IPNI Record: 77367035-1,https://www.ipni.org/n/77367035-1
urn:lsid:ipni.org:names:77367036-1,Hyacinthaceae Hyacinthus convallarioides L.f.,(L.f.),536726-1,,,11: 434,,,,,,,,,,,,08/08/2025 14:11,08/08/2025 14:11,,,Hyacinthaceae,Rhadamanthus convallarioides,Rhadamanthus convallarioides,Rhadamanthus,(L.f.) Salisb. ex Baker,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24702-1,"J. Linn. Soc., Bot.",urn:lsid:ipni.org:publications:682-2,1871,1871,,Salisb. ex Baker,spec.,"J. Linn. Soc., Bot. 11: 434. 1871 ",,,,,11,convallarioides,,,f,t,,,,,,,Salisb.@12809-1@1@aut$Baker@407-1@2@autEx$L.f.@22405-1@3@bas,,,comb. nov.,,1.1,f,rhadamanthus~convallarioides,hyacinthaceaerhadamanthus~convallarioides~,,wfo-1000083948,,,,,,,"J. Linn. Soc., Bot. 11: 434 (1871)",IPNI Record: 77367036-1,https://www.ipni.org/n/77367036-1
urn:lsid:ipni.org:names:77367038-1,,,,,,24(1): 19,,,,,,,,,,,,08/08/2025 14:24,08/08/2025 14:24,,,Scrophulariaceae,Veronica orbiculata,Veronica orbiculata,Veronica,A.Kern.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30005997-2,Oesterr. Bot. Z.,urn:lsid:ipni.org:publications:768-2,1874,1874 [Jan 1874],[Jan 1874],A.Kern.,spec.,Oesterr. Bot. Z. 24(1): 19. 1874 [Jan 1874] ,,,,,8,orbiculata,,,f,t,,,,,,,A.Kern.@4740-1@1@aut,,,tax. nov.,,1.1,f,veronica~orbiculata,scrophulariaceaeveronica~orbiculata~,,wfo-1000083949,,,,,,,Oesterr. Bot. Z. 24(1): 19 (1874),IPNI Record: 77367038-1,https://www.ipni.org/n/77367038-1
urn:lsid:ipni.org:names:77367039-1,,,,,,316,,,,,,,,,,,,08/08/2025 17:42,11/08/2025 10:01,,,Fabaceae,Cytisus serotinus var. seminudus,Cytisus serotinus var. seminudus,Cytisus,Borbás,,f,f,,,,,seminudus,,,,,,,,,,,,,,,,,,,,,,,,489969-1,Geogr. Enum. Pl. Comit. Castriferrei,urn:lsid:ipni.org:publications:20008379-1,1887,1887,,Borbás,var.,Geogr. Enum. Pl. Comit. Castriferrei 316. 1887 ,,Name added via registration. Protologue not seen by the IPNI editors. If you have access to the protologue please email a copy to us via the 'contact us' link at the top of the page.,,,8,serotinus,Kit. ex DC.,,f,t,,,,,,,Borbás@977-1@1@aut,Kit.@0-0@1@aut$DC.@0-0@2@autEx,,tax. nov.,,1.3,f,cytisus~serotinusseminudus,fabaceaecytisus~serotinusseminudus,,wfo-1200001766,,,,,,,Geogr. Enum. Pl. Comit. Castriferrei 316 (1887),IPNI Record: 77367039-1,https://www.ipni.org/n/77367039-1
urn:lsid:ipni.org:names:77367040-1,Leguminosae Medicago canescens Menyh.,(Menyh.),506098-1,,,11: 241,,,,,,,,,,,,08/08/2025 17:48,13/08/2025 15:17,,,Leguminosae,Medicago lupulina f. canescens,Medicago lupulina f. canescens,Medicago,(Menyh.) Soó,,f,f,,,,,canescens,,,,,,,,,,,,,,,,,,,,,,,null:,506268-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,,,,,11,lupulina,L.,,f,t,,,,,,,Soó@9897-1@1@aut$Menyh.@6360-1@2@bas,L.@0-0@1@aut,,comb. et stat. nov.,,1.4,f,medicago~lupulinacanescens,leguminosaemedicago~lupulinacanescens,,wfo-1200114293,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 241 (1965),IPNI Record: 77367040-1,https://www.ipni.org/n/77367040-1
urn:lsid:ipni.org:names:77367041-1,,,,,,336,,,,,,,,,,,,08/08/2025 19:28,11/08/2025 10:14,,,Leguminosae,Orobus pannonicus subsp. velebiticus,Orobus pannonicus subsp. velebiticus,Orobus,Degen & Lengyel,,f,f,,,,,velebiticus,,,,,,,,,,,,,,,,,,,,,,,,510998-1,Fl. Veleb.,urn:lsid:ipni.org:publications:6304-2,1937,1937,,Degen & Lengyel,subsp.,Fl. Veleb. 336. 1937 ,,Name added via registration. Protologue not seen by the IPNI editors. If you have access to the protologue please email a copy to us via the 'contact us' link at the top of the page.,,,8,pannonicus,Jacq.,,f,t,,,,,,,Degen@2079-1@1@aut$Lengyel@5474-1@2@aut,Jacq.@12576-1@1@aut,,tax. nov.,,1.3,f,orobus~pannonicusvelebiticus,leguminosaeorobus~pannonicusvelebiticus,,wfo-0001448080,,,,,,,Fl. Veleb. 336 (1937),IPNI Record: 77367041-1,https://www.ipni.org/n/77367041-1
urn:lsid:ipni.org:names:77367042-1,,,,,,9: 46,,,,,,,,,,,,08/08/2025 19:42,11/08/2025 10:17,,,Leguminosae,Orobus vernus var. medius,Orobus vernus var. medius,Orobus,Simonk.,,f,f,,,,,medius,,,,,,,,,,,,,,,,,,,,,,,,511077-1,Természetrajzi Füz.,urn:lsid:ipni.org:publications:20006212-1,1885,1885,,Simonk.,var.,Természetrajzi Füz. 9: 46. 1885 ,,,,,8,vernus,L.,,f,t,,,,,,,Simonk.@9674-1@1@aut,L.@0-0@1@aut,,tax. nov.,,1.3,f,orobus~vernusmedius,leguminosaeorobus~vernusmedius,,wfo-0001448109,,,,,,,Természetrajzi Füz. 9: 46 (1885),IPNI Record: 77367042-1,https://www.ipni.org/n/77367042-1
urn:lsid:ipni.org:names:77367043-1,,,,,,"ser. 3, 3: 490",,,,,,,,,,,,08/08/2025 20:37,08/08/2025 20:37,,,Urticaceae,Urtica atrox,Urtica atrox,Urtica,Lesch. ex Decne.,,f,f,,,,,,,,,,,,,,,pro syn.    of Laportea peltata Gaudich. ex Decne.,,pro syn.,,,,,,,,,,,,30002031-2,Nouv. Ann. Mus. Hist. Nat.,urn:lsid:ipni.org:publications:4804-2,1834,1834,,Lesch. ex Decne.,spec.,"Nouv. Ann. Mus. Hist. Nat. ser. 3, 3: 490. 1834 ",,,,,9,atrox,,,f,t,,,,,,,Lesch.@5501-1@1@aut$Decne.@2063-1@2@autEx,,,tax. nov.,,1.1,f,urtica~atrox,urticaceaeurtica~atrox~,,wfo-1200114294,,,,,,,"Nouv. Ann. Mus. Hist. Nat. ser. 3, 3: 490 (1834)",IPNI Record: 77367043-1,https://www.ipni.org/n/77367043-1
urn:lsid:ipni.org:names:77367044-1,,,,,,26: 203,,,,,,,,,,,,08/08/2025 21:25,11/08/2025 10:40,,,Fabaceae,Lathyrus denticulatus,Lathyrus denticulatus,Lathyrus,Kit. ex Jáv.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30005985-2,Ann. Hist.-Nat. Mus. Natl. Hung.,urn:lsid:ipni.org:publications:5123-2,1929,1929,,Kit. ex Jáv.,spec.,Ann. Hist.-Nat. Mus. Natl. Hung. 26: 203. 1929 ,,,,,8,denticulatus,,,f,t,,,,,,,Kit.@4819-1@1@aut$Jáv.@12580-1@2@autEx,,,tax. nov.,,1.3,f,lathyrus~denticulatus,fabaceaelathyrus~denticulatus~,,wfo-1000083630,,,,,,,Ann. Hist.-Nat. Mus. Natl. Hung. 26: 203 (1929),IPNI Record: 77367044-1,https://www.ipni.org/n/77367044-1
urn:lsid:ipni.org:names:77367045-1,,,,,,66,,,,,,,,,,,,09/08/2025 07:53,12/08/2025 09:38,,,Leguminosae,Trifolium procumbens f. dubium,Trifolium procumbens f. dubium,Trifolium,A.Kern. ex Menyh.,,f,f,,,,,dubium,,,,,,,,,,,,,,,,,,,,,,,,60466957-2,Kal. Vid. Növ.,urn:lsid:ipni.org:publications:20012015-2,1877,1877,,A.Kern. ex Menyh.,f.,Kal. Vid. Növ. 66. 1877 ,,,,,8,procumbens,L.,,f,t,,,,,,,A.Kern.@4740-1@1@aut$Menyh.@6360-1@2@autEx,L.@0-0@1@aut,,tax. nov.,,1.3,f,trifolium~procumbensdubium,leguminosaetrifolium~procumbensdubium,,wfo-1200114091,,,,,,,Kal. Vid. Növ. 66 (1877),IPNI Record: 77367045-1,https://www.ipni.org/n/77367045-1
urn:lsid:ipni.org:names:77367046-1,,,,,,66,,,,,,,,,,,,09/08/2025 07:56,12/08/2025 09:41,,,Leguminosae,Trifolium procumbens f. pascuarum,Trifolium procumbens f. pascuarum,Trifolium,Menyh.,,f,f,,,,,pascuarum,,,,,,,,,,,,,,,,,,,,,,,,60466957-2,Kal. Vid. Növ.,urn:lsid:ipni.org:publications:20012015-2,1877,1877,,Menyh.,f.,Kal. Vid. Növ. 66. 1877 ,,Latin descr.,,,8,procumbens,L.,,f,t,,,,,,,Menyh.@6360-1@1@aut,L.@0-0@1@aut,,tax. nov.,,1.3,f,trifolium~procumbenspascuarum,leguminosaetrifolium~procumbenspascuarum,,wfo-1200114092,,,,,,,Kal. Vid. Növ. 66 (1877),IPNI Record: 77367046-1,https://www.ipni.org/n/77367046-1
urn:lsid:ipni.org:names:77367047-1,Leguminosae Trifolium haynaldii Meynh.,(Meynh.),523206-1,,,11: 241,,,,,,,,,,,,09/08/2025 08:02,13/08/2025 15:21,,,Leguminosae,Trifolium medium f. haynaldii,Trifolium medium f. haynaldii,Trifolium,(Meynh.) Soó,,f,f,,,,,haynaldii,,,,,,,,,,,,,,,,,,,,,,,null:,523364-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,,,,,9,medium,L.,,f,t,,,,,,,Soó@9897-1@1@aut$Meynh.@0-0@2@bas,L.@12653-1@1@aut,,comb. et stat. nov.,,1.4,f,trifolium~mediumhaynaldii,leguminosaetrifolium~mediumhaynaldii,,wfo-1200114093,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 241 (1965),IPNI Record: 77367047-1,https://www.ipni.org/n/77367047-1
urn:lsid:ipni.org:names:77367048-1,,,,,,15(2): 177,,,,,,,,,,,,09/08/2025 09:21,12/08/2025 10:03,,,Leguminosae,Trifolium medium var. speciosissimum,Trifolium medium var. speciosissimum,Trifolium,Schur,,f,f,,,,,speciosissimum,,,,,,,,,,,,,,,,,,,,,,,,523364-1,Verh. Naturf. Vereins Brünn,urn:lsid:ipni.org:publications:3734-2,1877,1877,,Schur,var.,Verh. Naturf. Vereins Brünn 15(2): 177. 1877 ,,,,,8,medium,L.,,f,t,,,,,,,Schur@9335-1@1@aut,L.@12653-1@1@aut,,tax. nov.,,1.3,f,trifolium~mediumspeciosissimum,leguminosaetrifolium~mediumspeciosissimum,,wfo-1200114094,,,,,,,Verh. Naturf. Vereins Brünn 15(2): 177 (1877),IPNI Record: 77367048-1,https://www.ipni.org/n/77367048-1
urn:lsid:ipni.org:names:77367049-1,Leguminosae Trifolium minus Relhan var. microphyllum Ser.,(Ser.),77098234-1,,,11: 241,,,,,,,,,,,,09/08/2025 09:32,13/08/2025 15:18,,,Leguminosae,Trifolium dubium subsp. microphyllum,Trifolium dubium subsp. microphyllum,Trifolium,(Ser.) Soó,,f,f,,,,,microphyllum,,,,,,,,,,,,,,,,,,,,,,,null:,523099-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,subsp.,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,,,,,11,dubium,Sibth.,,f,t,,,,,,,Soó@9897-1@1@aut$Ser.@9500-1@2@bas,Sibth.@0-0@1@aut,,comb. nov.,,1.4,f,trifolium~dubiummicrophyllum,leguminosaetrifolium~dubiummicrophyllum,,wfo-1200114295,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 241 (1965),IPNI Record: 77367049-1,https://www.ipni.org/n/77367049-1
urn:lsid:ipni.org:names:77367050-1,,,,,,11: 241,,,,,,,,,,,,09/08/2025 09:44,13/08/2025 13:56,,,Leguminosae,Astragalus austriacus lus. albiflorus,Astragalus austriacus lus. albiflorus,Astragalus,Soó,,f,f,,,,,albiflorus,,,,,,,,,,nom. inval.    Contrary to Art. 40.1. ICN (2018). Type not indicated.,,nom. inval.,,,,,,,,,,,,476321-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,lus.,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,,Descr: 'flores albi'.,,,9,austriacus,Jacq.,,f,t,,,,,,,Soó@9897-1@1@aut,Delarbre@0-0@1@aut,,tax. nov.,,1.4,f,astragalus~austriacusalbiflorus,leguminosaeastragalus~austriacusalbiflorus,,wfo-1200114095,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 241 (1965),IPNI Record: 77367050-1,https://www.ipni.org/n/77367050-1
urn:lsid:ipni.org:names:77367051-1,,,,,,12: 229,,,,,,,,,,,,09/08/2025 16:36,09/08/2025 16:36,,,Asteraceae,trib. Cassinieae,trib. Cassinieae,,Solbrig,,f,f,,,cassinieae,,,,,,,,,,,,,,,,,,,,,,,,,,30000005-2,Taxon,urn:lsid:ipni.org:publications:812-2,1963,1963 [Jul 1963],[Jul 1963],Solbrig,trib.,Taxon 12: 229. 1963 [Jul 1963] ,,"Solbrig did not provide a Latin description; however, his indirect reference to the Latin description of Compositae Giseke validates his publication (see Madrid Code Art. 33.1)",,,8,,,,f,t,,,"Cassinia R. Br., nom. cons. (1817)",,,,Solbrig@9871-1@1@aut,,,tax. nov.,,1.1,f,asteraceaecassinieae,asteraceae~~~~,,wfo-4100005964,,,,,,,Taxon 12: 229 (1963),IPNI Record: 77367051-1,https://www.ipni.org/n/77367051-1
urn:lsid:ipni.org:names:77367052-1,,,,,,35: 129,,,,,,,,,,,,09/08/2025 16:43,09/08/2025 17:04,,,Cassiniaceae,Cassiniaceae,Cassiniaceae,,Sch.Bip.,,f,f,,,,,,,,,,,,,,,"nom. illeg. nom. superfl.    As the name of a family, Cassiniaceae Sch.Bip. includes the genus Aster and thus the earlier family name Asteraceae Bercht. & J.Presl (1820)",,nom. illeg.,,,,,,,,,,,taxonomic synonym:Asteraceae Bercht. & J.Presl,,Flora,urn:lsid:ipni.org:publications:648-2,1852,1852,,Sch.Bip.,fam.,Flora 35: 129. 1852 ,,,,,9,,,,f,t,,,"Cassinia R.Br., nom. cons. (1817)",,,,Sch.Bip.@9294-1@1@aut,,,tax. nov.,,1.2,f,cassiniaceae,cassiniaceae~~~~,,wfo-4100005965,,,,,,,Flora 35: 129 (1852),IPNI Record: 77367052-1,https://www.ipni.org/n/77367052-1
urn:lsid:ipni.org:names:77367053-1,Lythraceae Lythrum intermedium Fisch. ex Colla,(Fisch. ex Colla),553739-1,,,11: 242,,,,,,,,,,,,09/08/2025 18:01,13/08/2025 15:24,,,Lythraceae,Lythrum salicaria subsp. intermedium,Lythrum salicaria subsp. intermedium,Lythrum,(Fisch. ex Colla) Soó,,f,f,,,,,intermedium,,,,,,,,,,,,,,,,,,,,,,,null:,147990-2,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,subsp.,Acta Bot. Acad. Sci. Hung. 11: 242. 1965 ,,,,,11,salicaria,L.,,f,t,,,,,,,Soó@9897-1@1@aut$Fisch.@2744-1@2@bas$Colla@1738-1@3@basEx,L.@0-0@0@aut,,comb. et stat. nov.,,1.4,f,lythrum~salicariaintermedium,lythraceaelythrum~salicariaintermedium,,wfo-1200114296,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 242 (1965),IPNI Record: 77367053-1,https://www.ipni.org/n/77367053-1
urn:lsid:ipni.org:names:77367054-1,Onagraceae Epilobium attenuatum Schur,(Schur),611648-1,,,11: 242,,,,,,,,,,,,09/08/2025 18:09,13/08/2025 15:26,,,Onagraceae,Epilobium parviflorum f. attenuatum,Epilobium parviflorum f. attenuatum,Epilobium,(Schur) Soó,,f,f,,,,,attenuatum,,,,,,,,,,,,,,,,,,,,,,,null:,612163-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 242. 1965 ,,,,,11,parviflorum,Schreb.,,f,t,,,,,,,Soó@9897-1@1@aut$Schur@9335-1@2@bas,Schreb.@9255-1@1@aut$Schreb.@9255-1@2@bas,,comb. et stat. nov.,,1.4,f,epilobium~parviflorumattenuatum,onagraceaeepilobium~parviflorumattenuatum,,wfo-1200114096,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 242 (1965),IPNI Record: 77367054-1,https://www.ipni.org/n/77367054-1
urn:lsid:ipni.org:names:77367055-1,Poaceae Avena panormitana Lojac.,(Lojac.),391648-1,,,44-e84748: 5,,,,,,,,,,,,09/08/2025 19:03,11/08/2025 09:57,,,Poaceae,Helictochloa panormitana,Helictochloa panormitana,Helictochloa,(Lojac.) Romero Zarco,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,77113264-1,Medit. Bot.,urn:lsid:ipni.org:publications:20027407-1,2023,2023 [12 Jun 2023],[12 Jun 2023],Romero Zarco,spec.,Medit. Bot. 44-e84748: 5. 2023 [12 Jun 2023] [epublished],[epublished],doi:10.5209/mbot.84748,,,11,panormitana,,,f,t,,,,,,,Lojac.@22503-1@2@bas$Romero Zarco@25759-1@1@aut,,,comb. nov.,,1.3,f,helictochloa~panormitana,poaceaehelictochloa~panormitana~,,wfo-1000083631,,,,,,,Medit. Bot. 44-e84748: 5 (2023),IPNI Record: 77367055-1,https://www.ipni.org/n/77367055-1
urn:lsid:ipni.org:names:77367056-1,Onagraceae Epilobium lanceolatum Sebast. & Mauri,(Sebast. & Mauri),611987-1,,,1: 240,,,,,,,,,,,,09/08/2025 19:38,12/08/2025 10:58,,,Onagraceae,Epilobium montanum var. lanceolatum,Epilobium montanum var. lanceolatum,Epilobium,(Sebast. & Mauri) W.D.J.Koch,,f,f,,,,,lanceolatum,,,,,,,,,,,,,,,,,,,,,,,null:,612070-1,Syn. Fl. Germ. Helv.,urn:lsid:ipni.org:publications:5298-2,1835,1835,,W.D.J.Koch,var.,Syn. Fl. Germ. Helv. 1: 240. 1835 ,,,,,9,montanum,L.,,f,t,,,,,,,W.D.J.Koch@21570-1@1@aut$Mauri@0-0@3@bas$Sebast.@0-0@2@bas,L.@12653-1@1@aut,,comb. et stat. nov.,,1.3,f,epilobium~montanumlanceolatum,onagraceaeepilobium~montanumlanceolatum,,wfo-1200114297,,,,,,,Syn. Fl. Germ. Helv. 1: 240 (1835),IPNI Record: 77367056-1,https://www.ipni.org/n/77367056-1
urn:lsid:ipni.org:names:77367057-1,,,,,,10: 181,,,,,,,,,,,,09/08/2025 20:00,12/08/2025 11:02,,,Onagraceae,Epilobium montanum var. lanceolatum,Epilobium montanum var. lanceolatum,Epilobium,E.Hepp & Rubner,,f,f,,,,,lanceolatum,,,,,,,,,,,,,,,,,,,,,,,,612070-1,Denkschr. Königl. Bayr. Bot. Ges. Regensburg,urn:lsid:ipni.org:publications:5093-2,1908,1908,,E.Hepp & Rubner,var.,Denkschr. Königl. Bayr. Bot. Ges. Regensburg 10: 181. 1908 ,,"Note from registrar: Published as var. lanceolatum (Koch) Hepp et Rubner, but E. lanceolatum treated as distinct species (p. 191). ICN Art. 48.1 applies. [misapplied name]",,,8,montanum,L.,,f,t,,,,,,,E.Hepp@20207-1@1@aut$Rubner@8696-1@2@aut,Boiss.@0-0@1@aut,,tax. nov.,,1.3,f,epilobium~montanumlanceolatum,onagraceaeepilobium~montanumlanceolatum,,wfo-1200114298,,,,,,,Denkschr. Königl. Bayr. Bot. Ges. Regensburg 10: 181 (1908),IPNI Record: 77367057-1,https://www.ipni.org/n/77367057-1
urn:lsid:ipni.org:names:77367058-1,,,,,,55,,,,,,,,,,,,10/08/2025 07:29,12/08/2025 11:07,,,Onagraceae,Epilobium hirsutum [infrasp.unranked] canescens,Epilobium hirsutum [infrasp.unranked] canescens,Epilobium,Hausskn.,,f,f,,,,,canescens,,,,,,,,,,,,,,,,,,,,,,,,611919-1,Monogr. Epilobium,urn:lsid:ipni.org:publications:8718-2,1884,1884,,Hausskn.,[infrasp.unranked],Monogr. Epilobium 55. 1884 ,,As E. hirsutum gamma villosum I. grandiflora **canescens. Latin descr.,,,8,hirsutum,L.,,f,t,,,,,,,Hausskn.@3732-1@1@aut,L.@0-0@1@aut,,tax. nov.,,1.3,f,epilobium~hirsutumcanescens,onagraceaeepilobium~hirsutumcanescens,,wfo-1200114299,,,,,,,Monogr. Epilobium 55 (1884),IPNI Record: 77367058-1,https://www.ipni.org/n/77367058-1
urn:lsid:ipni.org:names:77367059-1,,,,,,56,,,,,,,,,,,,10/08/2025 07:33,12/08/2025 11:09,,,Onagraceae,Epilobium hirsutum [infrasp.unranked] canescens,Epilobium hirsutum [infrasp.unranked] canescens,Epilobium,Hausskn.,,f,f,,,,,canescens,,,,,,,,,,,,,,,,,,,,,,,,611919-1,Monogr. Epilobium,urn:lsid:ipni.org:publications:8718-2,1884,1884,,Hausskn.,[infrasp.unranked],Monogr. Epilobium 56. 1884 ,,As E. hirsutum gamma villosum II. parviflora **canescens. Latin descr.,,,8,hirsutum,L.,,f,t,,,,,,,Hausskn.@3732-1@1@aut,L.@0-0@1@aut,,tax. nov.,,1.3,f,epilobium~hirsutumcanescens,onagraceaeepilobium~hirsutumcanescens,,wfo-1200114300,,,,,,,Monogr. Epilobium 56 (1884),IPNI Record: 77367059-1,https://www.ipni.org/n/77367059-1
urn:lsid:ipni.org:names:77367060-1,,,,,,212,,,,,,,,,,,,10/08/2025 07:43,12/08/2025 11:15,,,Onagraceae,Epilobium persicinum var. radicans,Epilobium persicinum var. radicans,Epilobium,Schur,,f,f,,,,,radicans,,,,,,,,,,,,,,,,,,,,,,,,612184-1,Enum. Pl. Transsilv.,urn:lsid:ipni.org:publications:16332-2,1866,1866,,Schur,var.,Enum. Pl. Transsilv. 212. 1866 ,,,,,8,persicinum,Rchb.,,f,t,,,,,,,Schur@9335-1@1@aut,Rchb.@0-0@1@aut,,tax. nov.,,1.3,f,epilobium~persicinumradicans,onagraceaeepilobium~persicinumradicans,,wfo-1200114097,,,,,,,Enum. Pl. Transsilv. 212 (1866),IPNI Record: 77367060-1,https://www.ipni.org/n/77367060-1
urn:lsid:ipni.org:names:77367061-1,Rhamnaceae Rhamnus frangula L. var. subrotunda Rouy & Foucaud,(Rouy & Foucaud),60460162-2,,,11: 242,,,,,,,,,,,,10/08/2025 07:48,13/08/2025 15:27,,,Rhamnaceae,Frangula alnus f. subrotunda,Frangula alnus f. subrotunda,Frangula,(Rouy & Foucaud) Soó,,f,f,,,,,subrotunda,,,,,,,,,,,,,,,,,,,,,,,null:,717344-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 242. 1965 ,,,,,11,alnus,Mill.,,f,t,,,,,,,Soó@9897-1@1@aut$Foucaud@2851-1@3@bas$Rouy@8674-1@2@bas,Mill.@0-0@1@aut,,comb. et stat. nov.,,1.4,f,frangula~alnussubrotunda,rhamnaceaefrangula~alnussubrotunda,,wfo-1200114098,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 242 (1965),IPNI Record: 77367061-1,https://www.ipni.org/n/77367061-1
